annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;999;40;132120;0.032;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;32;02;840;16280;5.171;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;24;45;30;16880;0.172;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;76;31;20;37420;0.053;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;32;60;1190;27510;4.326;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;24;999;90;60230;0.149;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;76;34;;29940;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;32;80;810;18020;4.501;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;27;21;20;14100;0.106;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;76;82;;6380;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;32;999;8830;189020;4.671;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;27;25;20;15010;0.1;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;01;;17440;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;44;51;770;17400;4.442;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;27;58;;4060;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;26;;13110;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;44;68;1000;23520;4.247;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;27;999;50;66650;0.081;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;03;;6600;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;44;88;430;11420;3.722;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;28;27;10;13610;0.103;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;63;;15360;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;52;72;610;17910;3.39;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;28;76;50;33240;0.156;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;07;;7070;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;52;85;660;21730;3.043;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;28;999;100;81930;0.122;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;84;73;;10510;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;52;999;3660;122710;2.981;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;32;999;190;160720;0.121;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;93;13;50;57940;0.085;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;53;22;490;18980;2.593;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;44;51;20;15680;0.128;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;93;04;;3530;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;53;35;860;35340;2.439;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;44;54;30;18570;0.14;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;93;83;10;25770;0.043;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;75;16;380;10660;3.536;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;44;55;;4230;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;93;999;90;132110;0.064;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;75;33;1700;55770;3.039;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;44;88;;8450;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;01;999;;18690;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;75;40;420;14060;2.952;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;44;999;190;140940;0.134;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;03;973;10;21750;0.051;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;75;86;480;13200;3.652;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;52;49;30;20790;0.125;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;11;77;60;90440;0.067;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;76;32;170;5940;2.928;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;52;85;20;14590;0.123;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;11;78;50;90890;0.052;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;76;34;1220;37530;3.261;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;52;999;130;97020;0.138;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;11;92;50;98240;0.053;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;76;46;130;5080;2.618;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;53;22;;12550;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;24;18;;13320;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;76;48;60;2320;2.547;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;75;16;;7720;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;24;28;20;22900;0.092;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;01;760;20560;3.672;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;75;33;90;47100;0.183;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;24;41;10;14990;0.073;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;15;120;4330;2.844;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;75;40;10;9200;0.13;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;27;25;;27700;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;26;580;16430;3.536;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;75;999;220;144100;0.153;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;27;39;;11410;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;03;440;10100;4.377;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;76;11;10;7930;0.151;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;27;58;;7670;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;69;2230;58890;3.793;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;76;12;;6000;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;27;70;;10140;;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;84;07;330;10540;3.092;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;76;46;;3300;;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;27;999;40;127940;0.03;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;93;04;130;4930;2.68;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;76;81;10;8340;0.132;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;9;28;999;70;165370;0.042;2;de 0 à 4 ans;tous sexes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;93;06;1010;34420;2.937;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;76;999;320;152720;0.211;2,3;de 25 à 29 ans;hommes;36.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;32;80;;17180;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;11;92;210;36870;0.556;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;24;999;16290;1214070;1.342;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;32;999;80;189730;0.04;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;11;93;210;38960;0.542;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;28;999;24040;1575310;1.526;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;44;54;10;21640;0.051;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;24;41;80;10360;0.753;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;32;02;3150;247750;1.273;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;44;67;20;36090;0.05;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;24;999;490;76260;0.64;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;32;80;3680;266760;1.379;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;44;68;;22160;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;28;14;150;20560;0.739;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;32;999;36480;2818760;1.294;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;52;44;10;42670;0.028;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;44;68;130;22450;0.588;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;44;10;1700;142010;1.194;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;52;49;;23280;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;44;999;920;160690;0.571;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;44;51;3260;264300;1.235;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;52;53;;7840;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;52;44;200;38270;0.525;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;44;57;7020;428620;1.637;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;52;85;;16360;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;52;49;130;22980;0.574;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;44;08;1970;124740;1.577;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;52;999;40;105600;0.039;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;52;72;130;16700;0.749;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;52;49;5120;396670;1.291;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;53;29;;23460;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;53;22;160;20210;0.777;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;52;53;2070;146330;1.415;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;53;999;20;87290;0.021;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;53;29;190;29730;0.646;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;52;72;3770;266590;1.414;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;75;19;;5510;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;75;23;30;4290;0.793;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;53;29;7540;447290;1.686;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;75;23;;2300;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;75;33;210;44440;0.47;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;75;16;2460;165340;1.487;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;75;33;30;51320;0.051;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;75;40;60;14000;0.393;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;75;23;1040;52300;1.983;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;75;40;;9790;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;75;86;90;12730;0.723;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;75;40;3750;215130;1.741;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;75;64;;17470;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;75;999;1050;186620;0.564;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;75;47;2840;158480;1.789;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;76;11;;9040;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;12;70;9230;0.726;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;76;11;3030;182920;1.655;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;76;12;;6210;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;32;30;6630;0.483;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;76;12;2260;133350;1.698;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;76;31;20;48440;0.031;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;46;40;6290;0.636;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;76;32;1600;91740;1.741;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;76;66;;12610;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;48;20;2550;0.707;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;76;48;650;35750;1.813;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;76;81;;9240;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;65;30;7700;0.442;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;76;999;41550;2929580;1.418;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;84;42;10;21390;0.056;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;76;82;50;7970;0.59;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;84;01;3660;305940;1.195;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;84;63;;18940;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;84;26;80;15730;0.496;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;84;63;4000;315160;1.269;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;84;69;30;69400;0.04;2;de 25 à 29 ans;tous sexes;21.0
